;Names;FA;FA StdDev;MD;MD StdDev;RD;RD StdDev;AD;AD StdDev;Time
86;Subject_176037;0.6780500489709614;0.20433920479615583;0.0008524668295883005;0.00032888463091291815;0.0004704149462617001;0.00040405055154864826;0.001616570596241501;0.00027344702800581225;29.76
87;Subject_176239;0.7036491643904424;0.1748615475562897;0.000749569372848792;0.0002635711331850076;0.00039118382406449803;0.00031680090099600605;0.00146634047041738;0.0002396429657347079;30.67
88;Subject_176441;0.7379440529969935;0.1963535699136988;0.0008338758786187898;0.0003309355103636803;0.0004041827605714677;0.00039538166297028093;0.0016932621147134341;0.0003050431450165417;29.1
89;Subject_176542;0.6719744160008111;0.1614283986722798;0.0007835577699048372;0.0002237000099861315;0.00042560537227454584;0.00027757142923527916;0.0014994625651654201;0.0002382664196933203;29.65
90;Subject_176744;0.6407647415861062;0.17747325678914785;0.0008375305144107979;0.0002520168407226508;0.0004867316578387132;0.0003150065329010729;0.001539128227554967;0.00021996406880249485;30.33
91;Subject_176845;0.6296268585783501;0.1485083317905534;0.0008406081650960605;0.0002529868076539069;0.0004980220872706355;0.0002997062545028733;0.0015257803207469108;0.00022295746611958236;28.62
92;Subject_177140;0.7061181559830737;0.17054163053568588;0.0008225307570420618;0.000231051728582379;0.0004205413238914268;0.00029754845697218407;0.001626509623343332;0.00020145013724500837;28.51
93;Subject_177241;0.6431657347782181;0.16572427173358112;0.0007748677409033177;0.00027126573003652296;0.0004489414424622572;0.0003168960423980199;0.0014267203377854383;0.00025783658796480266;30.17
94;Subject_177342;0.6588244878494776;0.16591475426678115;0.0008689558190589126;0.0003069927157102011;0.0004941243815513411;0.00036076451326001724;0.0016186186940740554;0.0002860187179512516;31.98
95;Subject_177645;0.6795636280431756;0.17048022219881048;0.000792151237571194;0.00025852119788256423;0.000427214003170716;0.00032152772919614265;0.0015220257063721498;0.000233692697271463;30.95
96;Subject_177746;0.7448305056345894;0.16874252214111118;0.0007664659932599965;0.00025608571661064455;0.00036134293461725177;0.00030982217470551136;0.0015767121105454863;0.00024506618625634433;29.42
97;Subject_178142;0.690752579392922;0.2015620213908875;0.0008102353062287006;0.0003383700439970813;0.00043848581761106106;0.0004053195374522478;0.0015537342834639795;0.0003071196556316678;28.77
98;Subject_178243;0.6953833415705463;0.2037394755197574;0.0008664637885295462;0.00034421061801366565;0.0004649783454311027;0.0004226948580056164;0.001669434674726433;0.00028576332993010485;32.52
99;Subject_178647;0.6913181702948489;0.16777135047875477;0.0007969041857728468;0.0002456347354475353;0.0004178404907072608;0.00030267127567306344;0.0015550315759040188;0.0002854259222482198;28.98
100;Subject_191437;0.6945277817502103;0.20004348995316326;0.0008313615671809793;0.000299614604581281;0.0004370049292622813;0.0003763075480750134;0.0016200748430183756;0.00027417662950834524;28.91
101;Subject_191841;0.7311802735820212;0.17761536005621395;0.0007859613315097116;0.00026982647120830645;0.00038325341725205415;0.00033609945475758567;0.0015913771600250264;0.00023455592207042902;30.96
102;Subject_191942;0.6772314182061463;0.17447494778994643;0.0008854834627902431;0.00027777206084530825;0.00048111418060357353;0.00034815637252152265;0.0016942220271635821;0.00026391240725629893;29.51
103;Subject_192035;0.6365048638769888;0.1865232785130311;0.0008166676682292812;0.000347688148708842;0.000488098669003552;0.0003960275272842555;0.0014738056666807398;0.00030742288628648703;33.22
104;Subject_192237;0.7048579217058581;0.2061546234692992;0.0008273351334369873;0.00025860730417801914;0.0004205471992947979;0.0003426697436716463;0.001640911001721366;0.0002604625026394646;29.84
105;Subject_192439;0.6702409784828557;0.16186295559377595;0.0008450445389730336;0.0003045418802223615;0.0004698695897036695;0.0003582434577180047;0.001595394437511762;0.0002670593740520086;28.68
106;Subject_192540;0.7332130441251776;0.18303873659030384;0.0007565145072074587;0.00017841701658464105;0.00035019647507859614;0.0002568846342116427;0.0015691505714651838;0.00027001085737226715;30.43
107;Subject_192641;0.6608265565879851;0.18930120946984205;0.000792049390270717;0.00029211350232531333;0.0004450937326360524;0.0003539094927109276;0.0014859607055400458;0.0003014753057264748;27.65
108;Subject_192843;0.7284286294555119;0.1686306281566814;0.0007897612727784727;0.00022118593112262455;0.00038102260119979796;0.0002860524688566178;0.0016072386159358223;0.00023140044158275822;25.79
109;Subject_193239;0.6845555267058621;0.19585819195750365;0.0008097421653674264;0.00036714740224548184;0.00044493888180739655;0.0004342073652783236;0.0015393487324874859;0.00030911410347517145;25.77
110;Subject_193441;0.69754862660741;0.19812120249173287;0.0007957645543015669;0.0002813861837009741;0.0004158150933220585;0.00035369668419175395;0.0015556634762605836;0.00025697444068571186;27.18
111;Subject_193845;0.6842510748007609;0.17807483736495633;0.0008318302792174082;0.00023952678844259474;0.0004431876224528154;0.0003094037553583115;0.0016091155927465937;0.00023274438694818154;25.01
112;Subject_194140;0.6522097390171104;0.18203610796718256;0.0007672415134462631;0.00029616643533200704;0.0004476519575086166;0.00034747971362741875;0.001406420625321556;0.000249543033555862;24.95
113;Subject_194443;0.6774776468280161;0.17143004935476244;0.0008534646401075236;0.00025910813597665303;0.00046467480605969316;0.0003250230750742247;0.0016310443082031842;0.00022174326298853548;28.1
114;Subject_194645;0.6558964104681604;0.15322194991255214;0.000851942090445967;0.00022323386237421816;0.0004801838157408496;0.00028223935574728275;0.0015954586398562022;0.00018374952013139835;25.15
115;Subject_194746;0.7162204165446072;0.1751152759704432;0.0007337749961476297;0.00026677246029478934;0.000376751375910054;0.00031424217871876565;0.001447822236622781;0.0002380494855946641;24.84
116;Subject_194847;0.6623963439397969;0.19013958775972806;0.0007845952645734888;0.0002456738921362491;0.0004356468803714054;0.00031329959645164254;0.0014824920329776557;0.00024224215976755245;24.95
117;Subject_195041;0.695810989895857;0.1962715040329594;0.000803612400719043;0.0003032438689581992;0.00042353731804849887;0.0003762468008730448;0.0015637625660601315;0.00026718991330262714;25.03
118;Subject_195445;0.7274862651086972;0.1605872378915637;0.0007586496083857318;0.00022122891487593596;0.00037014513307682777;0.000271993835865915;0.00153565855900354;0.00023125316048597;25.6
119;Subject_195647;0.72110285849887;0.17584937155188982;0.0007627429844459596;0.0002597113630716236;0.00037932828367345925;0.0003259706886790101;0.0015295723859909604;0.00022633707335265488;25.88
120;Subject_195849;0.758171526081525;0.1977325435639755;0.0008034119653601606;0.00031742924943051036;0.0003726726688925608;0.0003834027026857964;0.00166489055829536;0.00026908423763497886;24.86
121;Subject_195950;0.6440513301597953;0.20433601122416087;0.0008517527897570585;0.00026505097648093747;0.0004940953585340532;0.0003442117884462441;0.0015670676522030688;0.0002283216941145658;24.93
122;Subject_196144;0.7381604545033724;0.1873619495379692;0.0007819618484568832;0.00031478219556793164;0.0003763261609680281;0.00038149657817964977;0.0015932332234345932;0.0002839895827933275;24.79
123;Subject_196346;0.6261208089029613;0.16517610453594175;0.0008655120705411291;0.0002842159621681853;0.0005133942213963132;0.0003398321723803062;0.0015697477688307612;0.000266403250036261;25.09
124;Subject_196750;0.6727182982935049;0.17901797456312368;0.0007896428128371033;0.00023405138670600387;0.00043428288682686626;0.00029241090991601493;0.0015003626648575773;0.0002051539794610437;25.53
125;Subject_196851;0.7088041707743119;0.1762336832227157;0.0008304819183121741;0.0002633371882957902;0.0004265600710925766;0.0003273692516965878;0.0016383256127513693;0.0002318204734190834;24.9
126;Subject_196952;0.6786766543646663;0.1805283409108064;0.0008435135956469994;0.00021315062641387095;0.00045194783438293006;0.0002817409142304531;0.0016266451181751382;0.00026509530621302875;24.92
127;Subject_197348;0.7622545206166219;0.17447801962243945;0.0007552159704915122;0.00026301859280310577;0.0003419933042958225;0.00032494837802591513;0.0015816613028828913;0.00021233437347410196;25.02
128;Subject_197550;0.6917071018877687;0.1779208827142385;0.0007416080666029106;0.00031176077413258855;0.0003911670237282934;0.00036174201576178106;0.0014424901523521446;0.00031571869683919544;25.01
129;Subject_197651;0.6643730024619736;0.17856909885034244;0.0008195474674885417;0.0002831610635301766;0.00045676094476601077;0.0003433417470795872;0.0015451205129336034;0.0002655108901069981;26.75
130;Subject_198047;0.6639755099947677;0.1925522151272937;0.0008362903751888819;0.0002505393038001617;0.00046048715598461274;0.0003213632592024105;0.0015878968135974207;0.00027390327312392987;30.91
131;Subject_198249;0.677144831461869;0.1541653788531996;0.0007721178900115027;0.00026642891258356555;0.0004287577897722099;0.0003075016092115916;0.001458838090490088;0.00024370306628141003;26.96
132;Subject_198350;0.7004525929567408;0.1908900192996103;0.0007752550447594211;0.00027024312424960305;0.000407603089173529;0.0003314190604803477;0.0015105589559312052;0.00024017518627161426;29.47
133;Subject_198451;0.6481672920228234;0.164800506825474;0.0008321751518130711;0.00022275793741851832;0.0004759236458785663;0.00027924372707943863;0.001544678163682081;0.00019901626353356814;28.83
134;Subject_198653;0.7048813129962136;0.18293609276089398;0.0008286632159988973;0.00028207318477583784;0.00042748733910885227;0.00035460762309437205;0.0016310149697789874;0.00024777293875170945;25.26
135;Subject_198855;0.6867752783090849;0.1923592052801263;0.0008095764972503812;0.00033989465694993573;0.00044257653178521924;0.00040352124484867996;0.0015435764281807051;0.00028953343686601143;24.94
136;Subject_199150;0.6943198399428001;0.18972315442880047;0.0008189091127688615;0.00031950366112307844;0.0004353394349570146;0.0003833022040419258;0.0015860484683925555;0.000302852851689311;24.76
137;Subject_199251;0.6393507872762896;0.17188437049665412;0.0008222511338479317;0.00028131307450295935;0.0004823572143470577;0.0003378147428198924;0.0015020389728496797;0.00025311665388407135;24.79
138;Subject_199352;0.6535414562426398;0.16440707810430977;0.0009070422937631456;0.0002859874048876257;0.0005191949208701293;0.00034680137609445564;0.0016827370395491783;0.00023614934115607613;24.87
139;Subject_199453;0.7523075852147527;0.17676135713177252;0.0008261258658804702;0.00029362766012808823;0.0003862751860356892;0.0003602827185012596;0.0017058272255700323;0.00025009397504535376;25.08
140;Subject_199655;0.7043801662661415;0.17374954105149332;0.0008436685873324821;0.0002643705355053825;0.0004341592989332903;0.00032713375991665354;0.0016626871641308657;0.00024633580892342974;24.96
141;Subject_199958;0.7454771663702134;0.1743971072778194;0.0008292273224910478;0.0002554115647196882;0.0003876339290724013;0.0003249748905780473;0.001712414109328341;0.00022428857439440422;25.82
142;Subject_200008;0.6931253167557958;0.17847395057543958;0.0008183396617436093;0.0002766455682897922;0.0004297687119776769;0.00034319189662290273;0.001595481561275474;0.00026769842938154196;25.13
143;Subject_200109;0.7333359999811112;0.17169085001859846;0.0007626978925476221;0.00022382427077977975;0.00036079377991385717;0.00029182315931183854;0.0015665061178151518;0.00024674338382539584;26.4
144;Subject_200210;0.6922772914957619;0.16447550432483676;0.0007924925720029257;0.00023626699102535532;0.00041142728885648616;0.0002926238909700406;0.0015546231382958045;0.0002660665169427752;29.18
145;Subject_200311;0.6683966375661498;0.19273547849986028;0.000827987150799887;0.0002712081236417649;0.0004563322456151816;0.0003419460642602107;0.0015712969611692978;0.0002930924926532203;27.55
146;Subject_200513;0.6732479288286283;0.1890597440587436;0.0008789221790173128;0.000305063442643994;0.00048499993013331234;0.0003721800730008125;0.0016667666767853136;0.00027862152809016323;26.54
147;Subject_200614;0.7231105422614494;0.1851617826416109;0.0007505818677257686;0.0002584747187560073;0.000369062870762039;0.0003185967421050118;0.0015136198616532278;0.00028969057151928063;27.47
148;Subject_200917;0.7017791090843263;0.19370735846664308;0.0009114076653842678;0.0004265811409623178;0.0004967682126013502;0.000499609596574266;0.0017406865709501023;0.0003246673298815927;27.4
149;Subject_201111;0.6470429508428145;0.14718761577480097;0.0007735472578477389;0.00028268311980790014;0.000447429397282685;0.0003245488556592271;0.001425782978977847;0.0002662490912932917;28.62
150;Subject_201414;0.672606654287324;0.19616120506308446;0.0008343431667714756;0.00028352639670355036;0.0004562847416730491;0.0003598870464642949;0.0015904600169683286;0.00026495453686039406;28.44
151;Subject_201515;0.6904602920413077;0.1742711653990684;0.0008751787610801305;0.00025550655983178094;0.000466382761163683;0.00032081133778453613;0.0016927707609130254;0.0002304578548046427;26.93
